,carpet_area,bedrooms,bathrooms,car_parking,furnishing,transaction_type,floor,total_floors,price,lat,long,facing_code
140,394.0,1.0,2,1,1,1.0,13.0,22.0,0.71,19.247004999999998,72.87175400000001,0
141,765.0,2.0,2,2,1,1.0,4.0,33.0,1.67,19.149089,72.836862,0
142,1150.0,3.0,3,1,1,0.0,3.0,15.0,3.75,19.115297,72.839762,2
143,670.0,2.0,2,2,1,1.0,5.0,23.0,2.0,19.114625,72.88469599999999,0
144,421.0,1.0,2,1,1,1.0,1.0,21.0,0.85,19.195988,72.868512,0
145,861.0,2.0,2,0,1,1.0,11.0,22.0,2.07,19.19405855,72.836282,0
146,700.0,2.0,2,0,1,1.0,20.0,36.0,1.55,19.1856689453125,72.84489440917969,0
147,730.0,2.0,2,0,1,0.0,4.0,7.0,1.65,19.2478365502073,72.8563827915892,0
149,512.0,2.0,2,0,1,0.0,5.0,6.0,1.5,19.2500595,72.8492066,0
150,1409.0,3.0,3,1,1,1.0,3.0,18.0,7.08,19.0761113053486,72.8289380204498,2
151,943.0,3.0,3,0,2,1.0,8.0,10.0,2.8,19.250059127807614,72.84921264648438,0
152,691.0,2.0,2,0,1,1.0,14.0,20.0,1.49,19.20171356201172,72.84622192382812,0
153,1034.0,3.0,3,1,1,1.0,12.0,64.0,2.49,19.2248756,72.86314300000001,0
154,1081.0,3.0,3,2,1,1.0,12.0,62.0,6.0,19.113713100000002,72.86100970000001,0
155,790.0,2.0,2,1,1,1.0,9.0,13.0,4.15,19.069289,72.83715500000001,0
156,888.0,2.0,2,1,1,1.0,9.0,22.0,2.22,19.111397,72.90142800000001,0
157,972.0,2.0,2,1,1,1.0,9.0,40.0,2.9,19.03731,72.87871,0
158,2190.0,3.0,3,2,1,0.0,24.0,117.0,10.0,19.001640226154105,72.826532,0
159,1446.0,3.0,3,1,1,1.0,1.0,44.0,4.25,19.149339991082908,72.84707134487347,2
161,668.0,2.0,2,0,1,0.0,2.0,22.0,1.5,19.252337899999997,72.849549,0
162,985.0,3.0,3,0,1,1.0,3.0,21.0,2.5,19.24002265930176,72.85269165039062,2
163,260.0,1.0,1,0,1,0.0,1.0,7.0,0.68,19.250059127807614,72.84921264648438,0
164,1370.0,3.0,4,2,1,0.0,23.0,28.0,5.4,19.141714180625502,72.828495599599,2
165,844.0,2.0,2,2,1,1.0,4.0,20.0,1.68,19.10919095,72.88469140000001,0
166,769.0,2.0,2,1,1,1.0,21.0,23.0,1.45,19.11486,72.849964,1
167,998.0,2.0,2,1,1,0.0,10.0,30.0,2.3,19.140335999999998,72.93328100000001,1
168,827.0,3.0,3,1,1,0.0,2.0,7.0,2.05,19.210841000000002,72.8755987441594,1
169,1264.0,3.0,3,2,1,1.0,4.0,30.0,4.2,19.129387,72.827935,0
170,782.0,2.0,2,1,1,1.0,10.0,22.0,1.98,19.20819993,72.83488619,0
171,734.0,2.0,2,1,1,0.0,2.0,8.0,1.82,18.953264236450195,72.82611083984375,0
172,650.0,2.0,2,1,2,0.0,4.0,7.0,1.32,19.2110349093203,72.8623646039943,0
173,972.0,3.0,3,1,1,1.0,14.0,41.0,2.49,19.1852372,72.9487585,3
174,768.0,2.0,2,1,1,0.0,27.0,54.0,2.05,19.2062083,72.87253100000001,1
175,802.0,2.0,2,1,1,1.0,5.0,42.0,2.06,19.1852372,72.9487585,3
176,5319.0,5.0,5,4,1,1.0,26.0,56.0,42.0,18.99706,72.818401,0
177,1900.0,3.0,4,0,2,0.0,22.0,54.0,6.5,19.0038320445835,72.8505157603601,4
178,590.0,1.0,2,1,1,0.0,2.0,13.0,1.0,19.1170396718557,72.8899287377671,0
179,725.0,2.0,2,0,1,0.0,7.0,12.0,1.15,19.2839322,72.8682927,0
180,381.0,1.0,1,0,1,0.0,12.0,17.0,1.5,19.113630999999998,72.905609,0
181,1500.0,4.0,4,2,1,0.0,8.0,20.0,3.5,19.209505,72.87207159999998,0
182,458.0,1.0,2,1,1,1.0,11.0,22.0,1.2,19.2402484,72.86515240000001,0
183,720.0,2.0,2,2,1,1.0,5.0,16.0,2.25,19.139307000000002,72.80846899999999,0
184,1900.0,3.0,3,0,1,0.0,48.0,54.0,6.25,19.0038320445835,72.8505157603601,5
185,1300.0,3.0,3,1,2,0.0,2.0,15.0,3.0,19.115297,72.839762,2
186,1034.0,3.0,3,1,1,1.0,15.0,64.0,2.74,19.2248756,72.86314300000001,0
187,917.0,3.0,3,2,1,1.0,5.0,9.0,2.1,19.12258624,72.86705,0
188,1500.0,3.0,4,2,2,0.0,26.0,34.0,5.5,19.14882883,72.82842716,7
189,3118.0,5.0,5,4,1,0.0,7.0,18.0,12.0,19.0536152,72.89633690000001,2
190,927.0,3.0,3,2,1,1.0,5.0,17.0,2.13,19.1228392525584,72.88452963231741,0
191,728.0,2.0,2,1,1,1.0,11.0,42.0,2.32,19.220761,72.85809499999999,0
192,1314.0,3.0,3,2,1,1.0,4.0,27.0,4.32,19.141714180625502,72.828495599599,0
193,410.0,1.0,1,0,3,0.0,7.0,7.0,0.88,19.210841000000002,72.8755987441594,0
194,670.0,2.0,2,2,1,1.0,4.0,23.0,2.0,19.114625,72.88469599999999,0
195,1100.0,3.0,3,1,1,0.0,11.0,36.0,2.75,19.160486,72.945419,2
196,730.0,2.0,2,1,1,0.0,2.0,7.0,1.5,19.1173533,72.892838,0
197,1235.0,3.0,4,2,1,1.0,11.0,18.0,4.75,19.048042000000002,72.91900600000001,0
199,878.0,3.0,2,2,1,1.0,20.0,22.0,2.4,19.114625,72.88469599999999,1
200,1113.0,3.0,3,2,1,1.0,6.0,23.0,3.15,19.114625,72.88469599999999,0
201,1050.0,3.0,3,1,2,0.0,3.0,28.0,2.45,19.218041,72.8717202,0
202,871.0,3.0,2,1,2,1.0,11.0,22.0,1.25,19.2996583333333,72.8704216666667,1
203,721.0,2.0,2,1,1,1.0,9.0,12.0,2.01,19.216476,72.837834,0
204,1314.0,3.0,3,2,1,1.0,4.0,27.0,4.45,19.141714180625502,72.828495599599,0
206,1606.0,4.0,4,2,1,1.0,6.0,27.0,5.9,19.141714180625502,72.828495599599,0
207,1002.0,3.0,2,1,1,1.0,5.0,20.0,5.5,19.056172,72.848893,0
208,747.0,2.0,2,1,1,1.0,5.0,21.0,2.5,19.129887,72.836147,0
209,577.0,2.0,2,1,1,1.0,10.0,18.0,1.34,19.186607000000002,72.942094,0
210,417.0,1.0,2,1,1,1.0,10.0,18.0,0.94,19.186607000000002,72.942094,0
211,770.0,2.0,2,1,1,1.0,1.0,21.0,1.99,19.110012,72.897886,3
212,757.0,2.0,2,1,1,1.0,5.0,19.0,3.0,19.0592961079791,72.85000344467392,2
213,395.0,1.0,2,1,1,1.0,8.0,20.0,0.95,19.20730134,72.87768265,0
214,1730.0,5.0,5,3,1,0.0,20.0,29.0,7.0,19.141714180625502,72.828495599599,0
216,655.0,2.0,2,1,1,1.0,9.0,36.0,1.45,19.166837,72.935637,3
217,1203.0,3.0,3,2,2,0.0,15.0,25.0,2.65,19.140335999999998,72.93328100000001,2
218,1810.0,4.0,4,1,1,1.0,19.0,41.0,4.65,19.1852372,72.9487585,3
219,1047.0,3.0,3,2,1,0.0,14.0,54.0,2.75,19.2062083,72.87253100000001,1
220,897.0,3.0,2,1,2,1.0,10.0,28.0,2.05,19.214379,72.87259,0
221,550.0,1.0,2,1,2,0.0,3.0,3.0,1.4,19.07906913757324,72.90797424316406,0
222,780.0,2.0,2,1,1,0.0,3.0,24.0,1.55,19.2151113738065,72.8630036219008,0
223,750.0,2.0,2,0,1,0.0,18.0,20.0,1.85,19.210844,72.875677,0
224,600.0,2.0,2,1,1,0.0,11.0,20.0,1.64,19.105165,72.9001526,0
225,1052.0,3.0,3,1,1,0.0,12.0,21.0,2.7,19.21458019,72.87133267,1
226,452.0,1.0,2,1,1,1.0,5.0,13.0,0.279,19.47017354,72.80075083,0
227,478.0,1.0,2,1,2,1.0,6.0,7.0,0.327,19.468063354492188,72.79920196533203,6
228,711.0,2.0,2,0,2,1.0,3.0,7.0,2.15,19.0504924,72.8906205,7
229,990.0,3.0,3,0,2,1.0,9.0,12.0,2.8,19.0504924,72.8906205,0
230,400.0,1.0,2,0,1,1.0,6.0,11.0,1.0,19.0504924,72.8906205,0
231,1000.0,3.0,3,1,1,1.0,10.0,14.0,3.4,19.0508931559751,72.90482214317271,1
232,1800.0,4.0,4,2,1,1.0,11.0,14.0,6.5,19.0531452,72.902321,2
233,700.0,2.0,2,0,1,1.0,8.0,14.0,2.2,19.02273941040039,72.86865234375,0
234,1732.0,4.0,4,3,2,0.0,13.0,30.0,6.35,19.1210474171554,72.9175910576415,6
235,650.0,2.0,2,1,2,0.0,8.0,10.0,1.35,19.201016,72.825331,2
236,1600.0,4.0,4,0,2,1.0,30.0,40.0,8.5,19.00639,72.828689,3
237,600.0,2.0,2,0,2,0.0,3.0,12.0,2.0,19.129737854003906,72.82915496826172,0
239,323.0,1.0,2,1,1,1.0,11.0,22.0,0.52,19.1475,72.927071,2
240,1200.0,3.0,3,1,1,1.0,9.0,15.0,4.0,19.053752036687,72.89783500999799,0
242,850.0,2.0,2,0,1,0.0,11.0,13.0,0.835,19.2958957,72.87016059999999,7
243,1000.0,3.0,3,0,2,0.0,6.0,9.0,3.0,19.233531951904297,72.83919525146484,0
244,430.0,1.0,2,0,2,0.0,5.0,9.0,1.15,19.233531951904297,72.83919525146484,0
246,424.0,1.0,1,1,2,0.0,5.0,7.0,1.4,19.0227398,72.86865379999999,7
247,700.0,2.0,2,0,1,0.0,8.0,16.0,2.2,19.0227398,72.86865379999999,0
248,650.0,2.0,2,1,3,0.0,5.0,10.0,1.55,19.18897247314453,72.82200622558594,0
249,682.0,2.0,3,1,2,0.0,11.0,15.0,1.55,19.11132745,72.90133335,0
250,1203.0,3.0,3,2,2,0.0,13.0,26.0,2.67,19.140335999999998,72.93328100000001,1
251,1080.0,3.0,3,3,2,0.0,25.0,36.0,2.25,19.156582524226803,72.938552,1
252,306.0,1.0,1,1,1,0.0,16.0,24.0,0.52,19.202482999999997,72.822777,0
253,438.0,1.0,2,2,2,1.0,6.0,14.0,1.0,19.0570479,72.8847716,0
254,796.0,2.0,2,1,1,0.0,21.0,56.0,6.36,18.99706,72.818401,0
255,1196.0,3.0,3,1,2,0.0,4.0,18.0,2.6,19.216866,72.86649054,1
256,810.0,2.0,2,1,1,0.0,2.0,22.0,2.25,19.209570000000003,72.871523,0
257,807.0,2.0,2,1,1,1.0,12.0,58.0,2.66,19.191842,72.83458123,0
259,648.0,2.0,2,1,1,1.0,7.0,20.0,1.37,19.19641876220703,72.80659484863281,0
260,1080.0,3.0,3,1,2,0.0,17.0,36.0,2.2,19.156582524226803,72.938552,1
261,811.0,2.0,2,1,2,0.0,19.0,36.0,1.85,19.156582524226803,72.938552,2
262,3200.0,4.0,4,0,1,0.0,38.0,57.0,6.48,19.183819,72.86111600000001,0
263,600.0,2.0,2,0,2,0.0,3.0,7.0,1.6,19.208745999999998,72.873196,0
264,800.0,3.0,3,0,1,0.0,4.0,7.0,2.1,19.21101951599121,72.87171936035156,4
265,650.0,2.0,2,0,3,0.0,4.0,7.0,1.7,19.206653699999997,72.87215350000001,0
266,400.0,1.0,2,0,2,0.0,4.0,7.0,1.05,19.208745999999998,72.873196,1
267,550.0,2.0,2,0,3,0.0,4.0,8.0,1.5,19.210841000000002,72.8755987441594,4
268,1700.0,4.0,4,0,1,0.0,18.0,45.0,4.18,19.183819,72.86111600000001,0
269,582.4,1.0,2,1,2,0.0,3.0,20.0,1.45,19.103399,72.92671899999999,0
270,1150.0,3.0,3,1,1,0.0,3.0,8.0,7.05,18.97685432434082,72.80873107910156,0
271,1420.8,4.0,4,2,1,0.0,12.0,19.0,3.6,19.215582816443103,72.8744334637385,2
272,400.0,1.0,1,1,3,0.0,2.0,7.0,0.6,19.2732249,72.8608696,3
274,600.0,2.0,2,1,1,0.0,5.0,8.0,1.35,19.179798,72.8377729,0
275,764.0,2.0,2,1,1,0.0,5.0,9.0,2.63,19.11632,72.859021,0
276,370.0,1.0,1,0,3,0.0,5.0,20.0,0.42,19.15117073059082,72.8908920288086,0
277,440.0,1.0,2,0,1,0.0,14.0,17.0,1.25,19.1228392525584,72.88452963231741,0
279,950.0,3.0,3,0,1,0.0,6.0,15.0,0.7929999999999999,19.261465700000002,73.12314690000001,7
280,1020.0,3.0,2,1,2,0.0,10.0,29.0,2.28,19.140335999999998,72.93328100000001,2
281,420.0,1.0,2,1,1,1.0,10.0,23.0,0.8,19.205378,72.824021,0
282,3250.0,4.0,5,0,2,1.0,10.0,10.0,24.0,72.8145980834961,19.005489349365234,0
283,1467.0,4.0,4,2,1,0.0,31.0,76.0,7.45,19.004138,72.82701329999999,2
284,577.0,2.0,2,1,1,1.0,11.0,18.0,1.22,19.186607000000002,72.942094,2
285,440.0,1.0,2,1,2,0.0,11.0,22.0,1.0,19.16950126,72.87111984,7
286,1200.0,3.0,3,2,2,0.0,15.0,25.0,5.0,19.140062,72.829136,0
287,843.0,2.0,2,2,1,0.0,7.0,12.0,4.18,19.05522918701172,72.83082580566406,1
288,740.0,2.0,1,1,1,0.0,2.0,7.0,0.61,19.3707545,72.814414,0
289,1112.0,3.0,3,2,1,1.0,10.0,39.0,2.3,19.170591,72.937278,6
290,723.0,2.0,2,1,1,1.0,18.0,45.0,1.59,19.170591,72.937278,0
291,765.0,2.0,2,2,1,1.0,5.0,33.0,1.65,19.149089,72.836862,0
292,989.0,3.0,3,2,1,1.0,5.0,33.0,2.3,19.149089,72.836862,0
293,880.0,3.0,3,1,1,1.0,18.0,20.0,2.75,19.046411,72.91576500000001,0
294,4650.0,5.0,5,3,2,0.0,6.0,33.0,21.98,19.1508537582477,72.8328921902958,2
295,1068.0,3.0,3,1,3,0.0,20.0,22.0,2.4,19.194356,72.83081899999999,7
296,1075.0,3.0,3,0,2,1.0,18.0,33.0,2.2,19.142105100000002,72.9310245,0
297,825.0,3.0,2,1,3,0.0,7.0,24.0,3.4,19.21757792,72.83877933,0
298,1250.0,3.0,2,2,2,0.0,2.0,5.0,3.27,19.172656399999997,72.86791140000001,0
299,400.0,1.0,1,11,2,0.0,6.0,9.0,0.24,19.359469,72.869451,0
300,400.0,1.0,2,0,1,0.0,7.0,14.0,0.34,19.35912924,72.85822900000001,0
301,650.0,2.0,2,1,1,1.0,11.0,12.0,1.55,19.227331161499023,72.86373138427734,0
302,430.0,1.0,2,0,2,0.0,5.0,8.0,0.85,19.255380630493164,72.85381317138672,0
303,2100.0,4.0,4,2,3,0.0,3.0,7.0,8.99,19.22016906738281,72.84635925292969,0
304,1056.0,3.0,3,0,1,1.0,7.0,26.0,1.9,19.206448,72.8233516980957,2
305,550.0,2.0,2,1,3,0.0,5.0,8.0,1.54,19.210841000000002,72.8755987441594,1
308,1000.0,3.0,3,0,1,0.0,12.0,15.0,2.25,19.089176751431502,72.9174748550923,0
309,550.0,1.0,2,0,3,0.0,14.0,15.0,1.17,19.089176751431502,72.9174748550923,0
310,890.0,3.0,3,0,1,0.0,7.0,16.0,2.8,19.0227398,72.86865379999999,0
311,700.0,2.0,2,0,1,0.0,11.0,14.0,2.2,19.02273941040039,72.86865234375,0
313,1454.0,3.0,3,2,1,0.0,14.0,29.0,5.75,19.141714180625502,72.828495599599,0
314,600.0,2.0,2,1,2,0.0,10.0,18.0,2.5,19.0083802813427,72.83050442467041,3
315,417.0,1.0,2,1,1,1.0,12.0,18.0,0.9,19.186607000000002,72.942094,3
316,2120.0,4.0,5,2,1,1.0,9.0,19.0,7.0,19.0484829299457,72.9095400630147,1
317,1008.0,3.0,2,2,2,0.0,18.0,25.0,2.37,19.140335999999998,72.93328100000001,7
318,400.0,1.0,2,0,1,0.0,13.0,18.0,0.85,19.250059127807614,72.84921264648438,0
319,650.0,2.0,2,0,1,1.0,2.0,4.0,1.3,19.124004100000004,72.82435109999999,0
321,2600.0,5.0,5,3,1,1.0,10.0,12.0,8.0,19.0531452,72.902321,2
322,1170.0,3.0,3,1,3,0.0,10.0,20.0,6.3,19.119198,72.894366,1
323,645.0,2.0,2,1,1,1.0,14.0,45.0,1.48,19.147269,72.848351,0
324,685.0,2.0,2,2,2,0.0,1.0,8.0,1.42,19.2158013,72.86586926,1
325,650.0,2.0,2,1,1,0.0,4.0,7.0,1.45,19.18808,72.8350307,0
326,968.0,3.0,3,2,1,1.0,22.0,45.0,2.22,19.147269,72.848351,0
327,484.0,2.0,2,1,1,1.0,5.0,22.0,0.935,19.161222096150897,72.9383869365942,0
328,750.0,2.0,2,1,2,0.0,5.0,7.0,2.0,19.115297,72.839762,2
330,1350.0,3.0,3,2,1,1.0,10.0,17.0,5.3,19.0486128,72.9199859,1
331,1267.0,3.0,3,2,2,0.0,5.0,19.0,2.95,19.216866,72.86649054,0
332,500.0,1.0,2,1,2,0.0,5.0,5.0,0.53,19.274,72.889,0
333,235.0,1.0,1,0,2,0.0,12.0,18.0,0.7,18.961301803588867,72.83751678466797,7
334,1077.0,3.0,3,1,1,1.0,8.0,24.0,2.39,19.156373000000002,72.93894499999999,3
335,1004.0,3.0,2,1,1,0.0,13.0,30.0,2.29,19.140335999999998,72.93328100000001,7
336,750.0,2.0,2,1,3,0.0,17.0,20.0,2.2,19.115297,72.839762,2
337,2280.0,4.0,5,0,1,1.0,9.0,23.0,11.5,19.07072639465332,72.83612823486328,7
338,1400.0,3.0,4,0,2,0.0,14.0,21.0,7.0,19.05654525756836,72.8533935546875,7
339,650.0,2.0,2,0,2,0.0,9.0,22.0,1.68,19.19750213623047,72.8726806640625,1
340,2300.0,4.0,7,0,2,0.0,4.0,8.0,15.0,19.09882164001465,72.83206939697266,7
341,650.0,2.0,2,1,1,0.0,2.0,4.0,1.6,19.10848045349121,72.86601257324219,0
342,288.0,1.0,1,4,2,0.0,2.0,4.0,0.74,19.11486,72.849964,5
343,693.0,2.0,2,1,2,1.0,6.0,12.0,0.416,19.469541549682614,72.80033874511719,2
345,188.0,1.0,1,1,1,0.0,4.0,4.0,0.1,19.46721839904785,72.79559326171875,2
346,180.0,1.0,1,1,2,0.0,7.0,7.0,0.39,19.141284,72.8518546,5
350,820.0,2.0,2,1,3,0.0,7.0,18.0,2.5,19.22984313964844,72.8516616821289,0
354,250.0,1.0,1,0,2,0.0,4.0,4.0,0.5,19.20107078552246,72.84200286865234,0
360,960.0,2.0,2,1,2,0.0,3.0,7.0,2.1,19.0303029,72.888719,0
364,1024.0,2.0,2,1,1,1.0,5.0,18.0,2.28,19.04720115661621,72.87222290039062,0
366,1846.0,3.0,3,2,1,1.0,4.0,47.0,8.5,18.9979914777291,72.84242098210171,0
367,400.0,1.0,1,0,2,1.0,0.0,3.0,0.38,72.8061294555664,19.369335174560547,1
368,1150.0,3.0,3,0,2,1.0,9.0,15.0,5.5,19.09882164001465,72.83206939697266,0
369,774.0,2.0,2,1,1,1.0,4.0,63.0,3.5,18.982164,72.827559,3
370,780.0,2.0,2,1,1,0.0,2.0,7.0,2.42,19.05486869812012,72.8968734741211,0
371,640.0,2.0,2,1,1,0.0,2.0,7.0,2.03,19.052270889282227,72.89859008789062,0
372,975.0,3.0,3,0,3,0.0,7.0,9.0,2.7,19.124657,72.892539,0
373,1075.0,3.0,3,2,1,1.0,4.0,24.0,6.3,19.057489999999998,72.850961,0
374,671.0,2.0,2,1,1,1.0,4.0,21.0,1.8,19.111397,72.90142800000001,0
375,1068.0,3.0,3,2,1,1.0,4.0,21.0,3.1,19.111397,72.90142800000001,0
376,864.0,2.0,2,1,1,1.0,4.0,50.0,3.25,19.0038320445835,72.8505157603601,0
378,429.0,1.0,2,1,2,1.0,10.0,22.0,1.15,19.205285,72.83288999999998,0
380,1250.0,3.0,4,0,2,0.0,8.0,16.0,2.7,19.114664,72.90060600000001,0
381,575.0,2.0,2,1,2,0.0,0.0,7.0,0.85,19.2732249,72.8608696,5
385,796.0,3.0,2,0,3,0.0,6.0,7.0,0.98,19.27831268310547,72.85801696777344,1
386,497.0,1.0,2,1,1,1.0,9.0,18.0,1.6,19.0937492,72.922604,0
387,785.0,2.0,2,1,1,0.0,4.0,18.0,3.0,19.11981321,72.91277886,0
388,750.0,2.0,2,1,1,0.0,4.0,7.0,2.5,19.114769199999998,72.9060245,0
389,677.0,2.0,2,1,1,0.0,7.0,20.0,2.16,19.119198,72.894366,0
390,750.0,2.0,2,1,2,0.0,5.0,10.0,1.81,19.1203883516242,72.8945767798459,0
392,785.0,2.0,2,1,1,0.0,2.0,10.0,1.8,19.1203883516242,72.8945767798459,0
398,414.0,1.0,1,0,2,0.0,7.0,8.0,0.35,19.40532875061035,72.78827667236328,0
407,450.0,1.0,2,11,2,0.0,4.0,7.0,0.32,19.35707233,72.85628149,0
410,650.0,2.0,2,1,1,0.0,9.0,18.0,3.0,19.1157309,72.9114979,0
411,450.0,1.0,2,1,1,0.0,5.0,10.0,1.1,19.1075442290832,72.9038689634943,0
412,1167.0,3.0,3,1,1,1.0,15.0,25.0,3.5,19.122307,72.89599270000001,0
414,700.0,2.0,2,1,2,1.0,4.0,12.0,2.25,19.032798767089844,72.89635467529297,0
415,560.0,1.0,2,2,1,0.0,0.0,3.0,1.2,19.0655517578125,72.90354919433594,0
416,1150.0,3.0,3,1,2,0.0,10.0,20.0,4.6,19.15038469,72.82855247,0
421,1150.0,3.0,3,0,1,0.0,6.0,8.0,3.1,19.12258624,72.86705,5
422,750.0,2.0,2,1,1,0.0,6.0,21.0,1.55,19.200956,72.875935,0
425,725.0,2.0,2,0,2,0.0,3.0,4.0,2.05,19.07906913757324,72.90797424316406,0
430,600.0,2.0,2,1,2,1.0,10.0,21.0,2.15,19.13331783803281,72.81809513580086,0
432,390.0,1.0,2,0,3,0.0,3.0,9.0,2.11,18.96714973449707,72.81207275390625,2
433,1141.0,3.0,3,2,1,1.0,20.0,24.0,6.21,19.057489999999998,72.850961,0
434,600.0,2.0,2,0,3,0.0,3.0,3.0,2.2,19.100385665893555,72.8504638671875,0
436,682.0,2.0,2,0,2,0.0,1.0,7.0,2.25,19.119529724121094,72.86370086669922,5
438,487.0,1.0,1,0,1,0.0,3.0,3.0,1.0,19.22058868408203,72.83098602294922,0
440,400.0,1.0,2,1,1,0.0,7.0,16.0,0.325,19.46747594,72.79713892,0
441,420.0,1.0,1,0,2,0.0,1.0,24.0,0.55,19.17960929870605,72.86095428466797,7
442,660.0,2.0,2,0,1,0.0,20.0,23.0,1.5,19.17612419,72.88053823,0
444,890.0,3.0,3,0,3,0.0,14.0,20.0,2.8,19.048042000000002,72.91900600000001,2
445,1350.0,3.0,3,0,1,0.0,7.0,10.0,6.5,19.09882164001465,72.83206939697266,2
446,444.0,1.0,2,0,3,0.0,6.0,7.0,0.92,19.119415283203125,72.86393737792969,7
447,450.0,1.0,2,0,1,0.0,3.0,7.0,0.93,19.213051,72.86894699999999,0
448,1000.0,3.0,3,0,1,1.0,8.0,9.0,5.5,19.09882164001465,72.83206939697266,7
450,778.0,2.0,2,1,1,0.0,9.0,15.0,2.8,19.105279,72.899594,0
452,495.0,1.0,2,0,1,0.0,13.0,18.0,0.69,19.2918701171875,72.87789916992188,0
453,756.0,3.0,2,0,1,1.0,9.0,9.0,2.65,19.174673080444336,72.94310760498047,0
454,1165.0,3.0,3,1,1,1.0,6.0,14.0,3.9,19.0531452,72.902321,2
455,1765.0,4.0,4,2,1,1.0,9.0,11.0,5.55,19.0531452,72.902321,2
456,750.0,2.0,2,1,1,1.0,7.0,18.0,1.85,19.1795507,72.9547457,0
457,769.0,2.0,2,1,2,1.0,4.0,20.0,3.0,19.12627716,72.84048611,1
458,1000.0,3.0,3,0,3,0.0,15.0,16.0,1.72,19.264989,72.873387,0
459,750.0,2.0,2,1,3,0.0,2.0,6.0,2.95,19.119430541992188,72.86397552490234,2
460,771.0,2.0,2,1,2,1.0,20.0,42.0,1.8,19.2148536,72.83766990000001,0
461,980.0,3.0,3,1,2,1.0,25.0,42.0,2.35,19.2148536,72.83766990000001,0
462,416.0,1.0,2,1,2,1.0,16.0,23.0,0.95,19.201879,72.83448299999999,0
463,732.0,2.0,2,1,2,1.0,18.0,54.0,1.7,19.204063,72.83454300000001,7
464,805.0,2.0,2,1,2,1.0,15.0,54.0,2.2,19.191842,72.83458123,0
465,1233.0,3.0,3,1,2,1.0,20.0,54.0,2.95,19.191842,72.83458123,0
466,850.0,2.0,2,0,1,0.0,10.0,22.0,2.25,19.211514,72.835534,0
467,1100.0,3.0,3,0,2,0.0,9.0,13.0,3.67,19.032798767089844,72.89635467529297,0
471,650.0,2.0,2,0,1,0.0,3.0,4.0,1.2,19.212867736816406,72.82051086425781,0
475,2200.0,6.0,6,4,2,1.0,22.0,24.0,18.0,19.0761113053486,72.8289380204498,0
476,1104.0,3.0,3,2,2,1.0,9.0,15.0,7.1,19.116355,72.831823,0
477,2403.0,4.0,4,3,1,1.0,29.0,35.0,27.0,18.968285100000003,72.810486,0
479,471.0,2.0,2,1,1,1.0,20.0,46.0,1.2,19.13674545288086,72.93000793457031,2
480,545.0,1.0,2,0,2,0.0,4.0,4.0,1.28,19.07406616210937,72.86856079101562,0
482,480.0,1.0,1,0,3,0.0,1.0,7.0,1.15,19.16541862487793,72.96672821044922,1
486,570.0,2.0,2,1,1,0.0,2.0,7.0,0.55,19.283995,72.884185,0
487,630.0,2.0,2,0,1,0.0,14.0,22.0,0.97,19.27584635,72.87033299,0
490,720.0,2.0,3,1,1,1.0,24.0,43.0,1.95,19.1595755,72.9465747,7
494,680.0,2.0,2,0,2,1.0,8.0,25.0,1.4,19.1485826410123,72.939661,2
495,530.0,2.0,2,0,1,1.0,1.0,3.0,2.5,72.81666564941406,19.01666641235352,0
496,1650.0,3.0,3,2,1,0.0,6.0,31.0,5.9,19.0074478,72.83481970000001,0
497,1050.0,3.0,3,1,1,1.0,21.0,38.0,2.0,19.156582524226803,72.938552,0
498,306.0,1.0,1,0,1,0.0,20.0,24.0,0.55,19.202482999999997,72.822777,7
500,601.0,2.0,2,0,2,1.0,5.0,20.0,4.0,19.06680489,72.85129455,1
501,1200.0,3.0,3,2,2,1.0,12.0,30.0,5.49,19.059516000000002,72.85181700000001,7
503,471.0,2.0,2,1,2,1.0,1.0,53.0,1.1,19.136857986450195,72.81160736083984,2
504,983.0,2.0,2,2,2,1.0,9.0,15.0,5.8,19.081917,72.833683,0
505,367.0,1.0,2,0,1,0.0,3.0,7.0,0.35,19.41070368,72.832314,0
510,1050.0,3.0,3,1,2,0.0,1.0,15.0,3.4,19.176624485146398,72.8676068236557,0
512,1085.0,3.0,3,1,1,1.0,1.0,37.0,2.7,19.133092,72.93475,2
513,1372.0,3.0,3,2,2,1.0,10.0,23.0,8.1,19.116563,72.854391,0
515,668.0,2.0,2,1,1,1.0,6.0,6.0,3.34,19.1023642,72.8477566,0
517,905.0,2.0,2,1,2,0.0,28.0,45.0,2.6,19.154783899999998,72.8540607,7
518,1400.0,3.0,3,2,1,0.0,18.0,36.0,5.5,19.13735580444336,72.83391571044922,0
519,850.0,2.0,2,2,1,0.0,18.0,36.0,3.5,19.13735580444336,72.83391571044922,0
520,1390.0,3.0,3,2,1,1.0,4.0,63.0,5.5,18.982164,72.827559,3
521,700.0,2.0,2,1,2,1.0,15.0,22.0,2.8,19.1299783,72.824822,0
522,900.0,3.0,3,1,1,0.0,8.0,20.0,2.85,19.13894569,72.82940015,3
530,720.0,2.0,2,1,1,0.0,5.0,15.0,2.5,19.139307022094727,72.8084716796875,1
531,2321.0,4.0,4,3,1,0.0,18.0,23.0,9.3,19.137356,72.83391522595551,0
537,400.0,1.0,1,0,2,1.0,3.0,4.0,0.82,72.83184814453125,19.13736343383789,0
538,996.0,3.0,2,1,2,0.0,24.0,35.0,3.25,19.1700134,72.8646545,0
